,id.bioguide,handle,state,district,type,party,name.last
185,J000126,repebj,TX,30.0,rep,Democrat,Johnson
186,J000288,rephankjohnson,GA,4.0,rep,Democrat,Johnson
187,J000293,senronjohnson,WI,None,sen,Republican,Johnson
188,J000174,samspressshop,TX,3.0,rep,Republican,Johnson
189,J000255,repwalterjones,NC,3.0,rep,Republican,Jones
190,J000289,jim_jordan,OH,4.0,rep,Republican,Jordan
191,K000009,repmarcykaptur,OH,9.0,rep,Democrat,Kaptur
192,K000375,usrepkeating,MA,9.0,rep,Democrat,Keating
193,K000376,mikekellypa,PA,3.0,rep,Republican,Kelly
194,K000188,repronkind,WI,3.0,rep,Democrat,Kind
195,K000210,reppeteking,NY,2.0,rep,Republican,King
196,K000362,stevekingia,IA,4.0,rep,Republican,King
197,K000378,repkinzinger,IL,16.0,rep,Republican,Kinzinger
198,K000360,senatorkirk,IL,None,sen,Republican,Kirk
199,K000363,repjohnkline,MN,2.0,rep,Republican,Kline
200,L000573,raul_labrador,ID,1.0,rep,Republican,Labrador
201,L000564,repdlamborn,CO,5.0,rep,Republican,Lamborn
202,L000567,replancenj7,NJ,7.0,rep,Republican,Lance
203,L000559,jimlangevin,RI,2.0,rep,Democrat,Langevin
204,L000575,senatorlankford,OK,None,sen,Republican,Lankford
205,L000560,repricklarsen,WA,2.0,rep,Democrat,Larsen
206,L000557,repjohnlarson,CT,1.0,rep,Democrat,Larson
207,L000566,boblatta,OH,5.0,rep,Republican,Latta
208,L000174,senatorleahy,VT,None,sen,Democrat,Leahy
209,L000551,repbarbaralee,CA,13.0,rep,Democrat,Lee
210,L000577,senmikelee,UT,None,sen,Republican,Lee
211,L000263,repsandylevin,MI,9.0,rep,Democrat,Levin
212,L000287,repjohnlewis,GA,5.0,rep,Democrat,Lewis
213,L000563,replipinski,IL,3.0,rep,Democrat,Lipinski
214,L000554,replobiondo,NJ,2.0,rep,Republican,LoBiondo
215,L000565,daveloebsack,IA,2.0,rep,Democrat,Loebsack
216,L000397,repzoelofgren,CA,19.0,rep,Democrat,Lofgren
217,L000576,usreplong,MO,7.0,rep,Republican,Long
218,L000480,nitalowey,NY,17.0,rep,Democrat,Lowey
219,L000491,repfranklucas,OK,3.0,rep,Republican,Lucas
220,L000569,repblainepress,MO,3.0,rep,Republican,Luetkemeyer
221,L000570,repbenraylujan,NM,3.0,rep,Democrat,Luján
222,L000571,cynthialummis,WY,0.0,rep,Republican,Lummis
223,L000562,repstephenlynch,MA,8.0,rep,Democrat,Lynch
224,M000087,repmaloney,NY,12.0,rep,Democrat,Maloney
225,M001158,repkenmarchant,TX,24.0,rep,Republican,Marchant
226,M001179,reptommarino,PA,10.0,rep,Republican,Marino
227,M000133,senmarkey,MA,None,sen,Democrat,Markey
228,M001163,dorismatsui,CA,6.0,rep,Democrat,Matsui
229,M000303,senjohnmccain,AZ,None,sen,Republican,McCain
230,M001165,gopleader,CA,23.0,rep,Republican,McCarthy
231,M001157,repmccaul,TX,10.0,rep,Republican,McCaul
232,M001177,repmcclintock,CA,4.0,rep,Republican,McClintock
233,M001143,bettymccollum04,MN,4.0,rep,Democrat,McCollum
234,M000404,repjimmcdermott,WA,7.0,rep,Democrat,McDermott
235,M000312,repmcgovern,MA,2.0,rep,Democrat,McGovern
236,M001156,patrickmchenry,NC,10.0,rep,Republican,McHenry
237,M001180,repmckinley,WV,1.0,rep,Republican,McKinley
238,M001159,cathymcmorris,WA,5.0,rep,Republican,McMorris Rodgers
239,M001166,repmcnerney,CA,9.0,rep,Democrat,McNerney
240,M001181,repmeehan,PA,7.0,rep,Republican,Meehan
241,M001137,gregorymeeks,NY,5.0,rep,Democrat,Meeks
242,M000689,,FL,7.0,rep,Republican,Mica
243,M000702,senatorbarb,MD,None,sen,Democrat,Mikulski
244,M001150,candicemiller,MI,10.0,rep,Republican,Miller
245,M001144,,FL,1.0,rep,Republican,Miller
246,M001160,repgwenmoore,WI,4.0,rep,Democrat,Moore
247,M000934,jerrymoran,KS,None,sen,Republican,Moran
248,M001182,repmickmulvaney,SC,5.0,rep,Republican,Mulvaney
249,M001153,lisamurkowski,AK,None,sen,Republican,Murkowski
250,M001169,chrismurphyct,CT,None,sen,Democrat,Murphy
251,M001151,reptimmurphy,PA,18.0,rep,Republican,Murphy
252,M001111,pattymurray,WA,None,sen,Democrat,Murray
253,N000002,repjerrynadler,NY,10.0,rep,Democrat,Nadler
254,N000179,gracenapolitano,CA,32.0,rep,Democrat,Napolitano
255,N000015,reprichardneal,MA,1.0,rep,Democrat,Neal
256,N000182,randyneugebauer,TX,19.0,rep,Republican,Neugebauer
257,N000184,repkristinoem,SD,0.0,rep,Republican,Noem
258,N000147,eleanornorton,DC,0.0,rep,Democrat,Norton
259,N000185,reprichnugent,FL,11.0,rep,Republican,Nugent
260,N000181,rep_devinnunes,CA,22.0,rep,Republican,Nunes
261,O000168,reppeteolson,TX,22.0,rep,Republican,Olson
262,P000601,congpalazzo,MS,4.0,rep,Republican,Palazzo
263,P000034,frankpallone,NJ,6.0,rep,Democrat,Pallone
264,P000096,billpascrell,NJ,9.0,rep,Democrat,Pascrell
265,P000603,,KY,None,sen,Republican,Paul
266,P000594,reperikpaulsen,MN,3.0,rep,Republican,Paulsen
267,P000588,repstevepearce,NM,2.0,rep,Republican,Pearce
268,P000197,nancypelosi,CA,12.0,rep,Democrat,Pelosi
269,P000593,repperlmutter,CO,7.0,rep,Democrat,Perlmutter
270,P000595,sengarypeters,MI,None,sen,Democrat,Peters
271,P000596,pedropierluisi,PR,0.0,rep,Democrat,Pierluisi
272,P000597,chelliepingree,ME,1.0,rep,Democrat,Pingree
273,P000373,repjoepitts,PA,16.0,rep,Republican,Pitts
274,P000592,judgetedpoe,TX,2.0,rep,Republican,Poe
275,P000598,jaredpolis,CO,2.0,rep,Democrat,Polis
276,P000602,repmikepompeo,KS,4.0,rep,Republican,Pompeo
277,P000449,senrobportman,OH,None,sen,Republican,Portman
278,P000599,congbillposey,FL,8.0,rep,Republican,Posey
279,P000523,repdavideprice,NC,4.0,rep,Democrat,Price
280,P000591,reptomprice,GA,6.0,rep,Republican,Price
281,Q000023,repmikequigley,IL,5.0,rep,Democrat,Quigley
282,R000053,cbrangel,NY,13.0,rep,Democrat,Rangel
283,R000585,reptomreed,NY,23.0,rep,Republican,Reed
284,R000578,davereichert,WA,8.0,rep,Republican,Reichert
285,R000146,senatorreid,NV,None,sen,Democrat,Reid
286,R000586,repjimrenacci,OH,16.0,rep,Republican,Renacci
287,R000587,repribble,WI,8.0,rep,Republican,Ribble
288,R000588,reprichmond,LA,2.0,rep,Democrat,Richmond
289,R000589,repscottrigell,VA,2.0,rep,Republican,Rigell
290,R000591,repmartharoby,AL,2.0,rep,Republican,Roby
291,R000582,drphilroe,TN,1.0,rep,Republican,Roe
292,R000395,rephalrogers,KY,5.0,rep,Republican,Rogers
293,R000575,repmikerogersal,AL,3.0,rep,Republican,Rogers
294,R000409,,CA,48.0,rep,Republican,Rohrabacher
295,R000592,toddrokita,IN,4.0,rep,Republican,Rokita
296,R000583,tomrooney,FL,17.0,rep,Republican,Rooney
297,R000435,roslehtinen,FL,27.0,rep,Republican,Ros-Lehtinen
298,R000580,peterroskam,IL,6.0,rep,Republican,Roskam
299,R000593,repdennisross,FL,15.0,rep,Republican,Ross
300,R000486,reproybalallard,CA,40.0,rep,Democrat,Roybal-Allard
301,R000487,repedroyce,CA,39.0,rep,Republican,Royce
302,R000595,senrubiopress,FL,None,sen,Republican,Rubio
303,R000576,call_me_dutch,MD,2.0,rep,Democrat,Ruppersberger
304,R000515,repbobbyrush,IL,1.0,rep,Democrat,Rush
305,R000570,speakerryan,WI,1.0,rep,Republican,Ryan
306,R000577,reptimryan,OH,13.0,rep,Democrat,Ryan
307,S001177,,MP,0.0,rep,Independent,Sablan
