,id.bioguide,handle,name.official_full,bio.gender,type,party,district,district,inc_ran,inc_won,had_challenger,inc_party,winner_party,runnerup_party,runnerup_votes,winner_votes,week1,week2,week3,week4,week5,week6,week7,week8,week9
254,T000461,sentoomey,Patrick J. Toomey,M,rep,Republican,PA,15.0,1.0,1.0,1,R,R,D,"2,865,012","2,951,702",0.45084575,1.3403205,,1.73026043333,,5.79306566667,0.989362,19.26,2.122601
255,T000465,nikiinthehouse,Niki Tsongas,F,rep,Democrat,MA-03,5.0,1.0,1.0,1,D,D,R,"107,519","236,713",-24.9465433333,-46.6363594286,-10.197218,-23.8088,-10.6228961667,-21.8090693333,-13.60940675,-1.822025,-18.7013216667
256,T000463,repmiketurner,Michael R. Turner,M,rep,Republican,OH-10,3.0,1.0,1.0,1,R,R,D,"109,981","215,724",0.821609333333,3.71586533333,3.7844865,1.528806,3.0684,3.75371333333,1.532315,3.75,
257,U000031,repfredupton,Fred Upton,M,rep,Republican,MI-06,4.0,1.0,1.0,1,R,R,D,"119,980","193,259",6.2853075,17.383616825,5.566586,9.74772833333,4.24886333333,1.8432245,2.8308575,1.316904,10.9683886
258,V000081,nydiavelazquez,Nydia M. Velázquez,F,rep,Democrat,NY-07,12.0,1.0,1.0,1,D,D,R,"17,478","172,146",-29.987208,-68.81642,-2.09589,-21.6107,-4.9892252,-0.832947,-18.386477,-3.07967333333,
259,V000108,repvisclosky,Peter J. Visclosky,M,rep,Democrat,IN-01,1.0,1.0,1.0,1,D,D,L,"47,051","207,515",,,-1.561243,,-2.2056,-0.911504,,-1.15044,-1.49618
260,W000798,repwalberg,Tim Walberg,M,rep,Republican,MI-07,7.0,1.0,1.0,1,R,R,D,"134,010","184,321",-2.9660825,3.7697406,1.5688235,5.105665,1.023214,0.998398,2.05977433333,1.3263005,7.73990833333
261,W000791,repgregwalden,Greg Walden,M,rep,Republican,OR-02,2.0,1.0,1.0,1,R,R,D,"106,640","272,952",-11.1850635,,0.890323,1.06429,10.1681,11.8957,9.52427,21.5939,21.3808
262,W000799,reptimwalz,Timothy J. Walz,M,rep,Democrat,MN-01,1.0,1.0,1.0,1,D,D,R,"166,526","169,074",0.9868,0.863670435,-10.2359033333,-3.698382,-2.95041,-14.6400775,,,-11.4248055638
263,W000797,repdwstweets,Debbie Wasserman Schultz,F,rep,Democrat,FL-23,20.0,1.0,1.0,1,D,D,R,"130,818","183,225",-31.90546225,-45.3221025,-28.973766,3.81055755,0.010264,-20.8104475,-19.95029175,-54.8077,-18.3282768471
264,W000187,maxinewaters,Maxine Waters,F,rep,Democrat,CA-43,29.0,1.0,1.0,1,D,D,R,"52,499","167,017",,,,,,-0.935752,-2.10752,,
265,W000806,repwebster,Daniel Webster,M,rep,Republican,FL-11,8.0,1.0,1.0,1,R,R,D,"124,713","258,016",,,,,2.80599,0.974138,0.989362,0.977778,1.33673
266,W000800,peterwelch,Peter Welch,M,rep,Democrat,VT-AL,0.0,1.0,1.0,1,D,D,LU,"29,410","264,414",-2.528465,-3.2126,-2.448616,-6.91603666667,-3.3084,-2.60265,-3.11828,-2.40554,-2.97136333333
267,W000795,repjoewilson,Joe Wilson,M,rep,Republican,SC-02,2.0,1.0,1.0,1,R,R,D,"109,452","183,746",3.46545266667,20.52605,2.608905,0.9329385,2.4370212,0.974138,1.45948633333,2.381481,1.13861
268,W000808,repwilson,Frederica S. Wilson,F,rep,Democrat,FL-24,17.0,1.0,1.0,0,D,D,,,,-58.5145325,-77.1195525,-64.2004066667,-29.1032115714,-10.0375325,-10.0213633333,-12.0911514286,-22.7359414286,-43.026312
269,W000804,robwittman,Robert J. Wittman,M,rep,Republican,VA-01,1.0,1.0,1.0,1,R,R,D,"140,785","230,213",4.34095,,2.064162255,,,,,3.75,
270,W000809,rep_stevewomack,Steve Womack,M,rep,Republican,AR-03,3.0,1.0,1.0,1,R,R,L,"63,715","217,192",1.7680526,3.08881166667,0.475326333333,2.98553571429,4.4001,6.45458857143,2.58298666667,1.492856,3.25537
271,W000810,reprobwoodall,Rob Woodall,M,rep,Republican,GA-07,7.0,1.0,1.0,1,R,R,D,"114,220","174,081",3.0266445,10.907005,7.463395,21.0109,1.9789915,1.71415,2.851121,14.3859506667,4.55445
272,W000779,ronwyden,Ron Wyden,M,rep,Democrat,OR,3.0,1.0,1.0,1,D,D,R,"651,106","1,105,119",-23.538565,-35.355218,-6.83471661,-21.209182,-0.846154,-8.48965,-2.25152376667,-2.514915,-10.1563925
273,Y000062,repjohnyarmuth,John A. Yarmuth,M,rep,Democrat,KY-03,3.0,1.0,1.0,1,D,D,R,"122,093","212,401",-60.2224454,-64.7119733333,-60.938525,-29.0894403333,-27.114925,-69.9808,-57.6422,-43.0385,-50.4610666667
274,Y000063,repkevinyoder,Kevin Yoder,M,rep,Republican,KS-03,3.0,1.0,1.0,1,R,R,D,"139,300","176,022",0.7463941132,8.088735,0.952924795333,4.5616075,1.3538075,2.0793513396,1.458124,1.861864,1.575736
275,Y000033,repdonyoung,Don Young,M,rep,Republican,AK-AL,0.0,1.0,1.0,1,R,R,D,"111,019","155,088",-3.50596,,,,,,,,
276,A000369,markamodeinv2,Mark E. Amodei,M,rep,Republican,NV-02,2.0,1.0,1.0,1,R,R,D,"115,722","182,676",0.852349,3.3388575,,,0.90678,2.19418,1.17822,1.73846,1.13861
277,B001278,repbonamici,Suzanne Bonamici,F,rep,Democrat,OR-01,1.0,1.0,1.0,1,D,D,R,"139,756","225,391",-8.2845825,-62.24095,-3.6247165,-14.1411075,-2.88984,-49.1573166667,-24.3373535,-1.96088,-7.684395
278,D000617,repdelbene,Suzan K. DelBene,F,rep,Democrat,WA-01,1.0,1.0,1.0,1,D,D,R,"155,779","193,619",-11.9833645,-12.0687316667,-6.32274366667,-2.66991583333,-3.852715,-3.963374,-7.50693716667,-2.515986,-2.1108875
279,M001184,repthomasmassie,Thomas Massie,M,rep,Republican,KY-04,4.0,1.0,1.0,1,R,R,D,"94,065","233,922",0.884615,0.867052,1.78065,,,,,1.5,
280,P000604,repdonaldpayne,Donald M. Payne Jr.,M,rep,Democrat,NJ-10,10.0,1.0,1.0,1,D,D,R,"26,450","190,856",-24.8573825,-93.3599666667,-69.663325,-49.6944,-13.593715,,,,-4.45744
281,S001194,senbrianschatz,Brian Schatz,M,sen,Democrat,HI,,1.0,1.0,1,D,D,R,"92,653","306,604",-40.88888,-29.666305,-16.0831175,-2.51363,-18.1556333333,-1.633146,-5.87877,-1.803175,-11.2287425
282,F000454,repbillfoster,Bill Foster,M,rep,Democrat,IL-11,14.0,1.0,1.0,1,D,D,R,"108,995","166,578",-0.6100558868,-58.352024,-6.2036462,-3.14754,-1.9088588,-6.9861,-1.2017505,-2.308945,-5.742025
283,T000468,repdinatitus,Dina Titus,F,rep,Democrat,NV-01,3.0,1.0,1.0,1,D,D,R,"54,174","116,537",-10.2843916667,-44.1315242857,-9.03525525571,-10.8625857143,-8.06151142857,-15.757245,-8.96120383333,-11.2435454208,-10.583036
284,S001191,repsinema,Kyrsten Sinema,F,rep,Democrat,AZ-09,9.0,1.0,1.0,1,D,D,R,"108,350","169,055",-1.82291216667,-4.23894333333,-2.3063812,-1.84433233333,-3.078995,-2.261909445,-1.55771485714,-2.78525857143,-2.03451733333
285,L000578,replamalfa,Doug LaMalfa,M,rep,Republican,CA-01,1.0,1.0,1.0,1,R,R,D,"128,588","185,448",,-1.12144666667,8.20525,4.31033,,11.7561,,,
286,H001068,rephuffman,Jared Huffman,M,rep,Democrat,CA-02,2.0,1.0,1.0,1,D,D,R,"76,572","254,194",-39.934045,-137.699665,-17.295775,-74.54865,-11.7818,,-30.46125,-30.347825,-32.61278
287,B001287,repbera,Ami Bera,M,rep,Democrat,CA-07,7.0,1.0,1.0,1,D,D,R,"145,168","152,133",-1.599225,-6.0840875,-0.923975,-0.939597,-1.96694,-13.861151,-0.677003566667,-0.00983662,-1.72477
288,C001094,reppaulcook,Paul Cook,M,rep,Republican,CA-08,8.0,1.0,1.0,1,R,R,D,"83,035","136,972",,5.57515,,,,,,,
289,S001193,repswalwell,Eric Swalwell,M,rep,Democrat,CA-15,15.0,1.0,1.0,1,D,D,R,"70,619","198,578",-52.8407331667,-49.66201,-25.724192,-12.96524,-6.41259471429,-17.39224,-4.69250785714,-4.94516857143,-27.6137428571
290,V000129,repdavidvaladao,David G. Valadao,M,rep,Republican,CA-21,21.0,1.0,1.0,1,R,R,D,"57,282","75,126",2.12732,4.865515,0.890323,0.929032,-0.315945,1.08696,,1.401169,
291,B001285,juliabrownley26,Julia Brownley,F,rep,Democrat,CA-26,26.0,1.0,1.0,1,D,D,R,"111,059","169,248",-37.2387496667,-3.03617635,-34.5098,-18.8531,-27.0769,6.0426,-0.388011,,-32.916
292,C001097,repcardenas,Tony Cárdenas,M,rep,Democrat,CA-29,29.0,1.0,1.0,1,D,D,D,"43,417","128,407",-9.85918285714,-37.8185783333,-7.61463142857,-12.2674221667,-1.50950847267,-19.87875,-3.16128,-2.34782,-40.00347
293,R000599,congressmanruiz,Raul Ruiz,M,rep,Democrat,CA-36,36.0,1.0,1.0,1,D,D,R,"88,269","144,348",-0.61981365,,,-2.49504,-0.966387,,,-1.17391,
294,T000472,repmarktakano,Mark Takano,M,rep,Democrat,CA-41,41.0,1.0,1.0,1,D,D,R,"69,159","128,164",-1.37229,3.6984961,-27.451,,,-51.52,-19.030025,-8.9282,-76.3053
295,L000579,replowenthal,Alan S. Lowenthal,M,rep,Democrat,CA-47,47.0,1.0,1.0,1,D,D,R,"88,109","154,759",-7.46793333333,-57.731128,-7.21117875,-3.58217,-10.18587,-2.12565,-10.091672,-5.939632,-23.258932
296,V000130,repjuanvargas,Juan Vargas,M,rep,Democrat,CA-51,51.0,1.0,1.0,1,D,D,R,"54,362","145,162",-30.4135202,-68.9665873333,-0.962028,-11.7001157,-0.94253825,-44.1357775,-22.1690385,-48.3974,-39.22781
297,P000608,repscottpeters,Scott H. Peters,M,rep,Democrat,CA-52,52.0,1.0,1.0,1,D,D,R,"139,403","181,253",-6.31422,-19.97105,-8.647878,-12.29459,-5.805896,-20.0170908,-18.4443833333,-2.58757333333,-15.49945
298,E000293,repesty,Elizabeth H. Esty,F,rep,Democrat,CT-05,5.0,1.0,1.0,1,D,D,R,"129,801","179,252",-32.1788849836,-16.31964,-39.093249,-25.93191,-5.214245,-14.197712,-31.15473,-16.4424,-0.663055633333
299,Y000065,reptedyoho,Ted S. Yoho,M,rep,Republican,FL-03,3.0,1.0,1.0,1,R,R,D,"136,338","193,843",1.53883,3.8879005,,0.133369,1.06785,,,,
300,D000621,repdesantis,Ron DeSantis,M,rep,Republican,FL-06,6.0,1.0,1.0,1,R,R,D,"151,051","213,519",,1.28861866667,-20.007,8.36129,6.32088,3.14922,3.38306,4.25926,2.67346
301,F000462,reploisfrankel,Lois Frankel,F,rep,Democrat,FL-21,22.0,1.0,1.0,1,D,D,R,"118,038","210,606",-65.9359578333,-106.45752,-23.3990333333,-13.3906235,-2.7052302,-38.41555,-36.527012,-29.163275,-48.566041
302,C001093,repdougcollins,Doug Collins,M,rep,Republican,GA-09,9.0,1.0,1.0,0,R,R,NONE,0,"256,535",,1.4430515,0.7915655,1.05357,,,,1.71884,1.806975
303,G000571,tulsipress,Tulsi Gabbard,F,rep,Democrat,HI-02,2.0,1.0,1.0,1,D,D,R,"39,668","170,848",-5.13099666667,-9.110062,-4.42375714286,-10.48271,-4.345324,-3.32835,-3.0437875,-6.610294,-5.650186
304,D000619,rodneydavis,Rodney Davis,M,rep,Republican,IL-13,13.0,1.0,1.0,1,R,R,D,"126,811","187,583",0.7000332,7.9422836,6.76859833333,7.326775,2.88131,2.08334,7.54379,3.378383,0.63718575
305,B001286,repcheri,Cheri Bustos,F,rep,Democrat,IL-17,17.0,1.0,1.0,1,D,D,R,"113,943","173,125",0.94022925,-47.904342,-1.738065,-36.5972,-26.0,-11.740669,-0.73194813,-8.0352134,-0.38571014
306,W000813,repwalorski,Jackie Walorski,F,rep,Republican,IN-02,2.0,1.0,1.0,1,R,R,D,"102,401","164,355",7.504365,17.2559913333,9.2534015,13.3713143,1.45211,,0.989362,31.38983335,
307,B001284,susanwbrooks,Susan W. Brooks,F,rep,Republican,IN-05,5.0,1.0,1.0,1,R,R,D,"123,849","221,957",-1.8599354,20.762442,3.97737,2.7991425,0.90678,6.7717,4.09489,,11.75152275
308,M001189,replukemesser,Luke Messer,M,rep,Republican,IN-06,6.0,1.0,1.0,1,R,R,D,"79,135","204,920",1.479195,15.18028,4.40053333333,16.349015,0.50533065,0.974138,,1.290241,
309,B001282,repandybarr,Andy Barr,M,rep,Republican,KY-06,6.0,1.0,1.0,1,R,R,D,"128,728","202,099",17.9884,,1.14141,2.111615,,,,0.8605415,4.2549
310,K000379,repjoekennedy,Joseph P. Kennedy III,M,rep,Democrat,MA-04,4.0,1.0,1.0,1,D,D,R,"113,055","265,823",-2.05351,-41.26821,-11.224889,-3.2057314,-1.7489334,-1.208995,-2.20035,17.10238169,-1.716095
311,D000620,repjohndelaney,John K. Delaney,M,rep,Democrat,MD-06,6.0,1.0,1.0,1,D,D,R,"133,081","185,770",-0.892394,-5.9709,-0.784314,-1.07639,-0.974477,-22.624015,-1.5929665,,
312,K000380,repdankildee,Daniel T. Kildee,M,rep,Democrat,MI-05,5.0,1.0,1.0,1,D,D,R,"112,102","195,279",-42.9841075,-9.01568,-49.7091125,-11.8283407,-2.4547175,-44.18955,,,
313,N000127,usrepricknolan,Richard M. Nolan,M,rep,Democrat,MN-08,6.0,1.0,1.0,1,D,D,R,"177,089","179,098",-39.178265,-1.15680826,-1.44108,5.81151,,,0.514431,,0.0109799
314,W000812,repannwagner,Ann Wagner,F,rep,Republican,MO-02,2.0,1.0,1.0,1,R,R,D,"155,689","241,954",3.18494,8.80469585714,3.9297965,8.36789322333,1.248435,2.47463,1.27395488,1.707477,9.21219
315,H001067,reprichhudson,Richard Hudson,M,rep,Republican,NC-08,8.0,1.0,1.0,1,R,R,D,"133,182","189,863",9.52496716667,13.10495,1.941058,5.6351555,4.6052442,8.538862,3.44184375,18.794567,2.4565022
316,P000606,reppittenger,Robert Pittenger,M,rep,Republican,NC-09,9.0,1.0,1.0,1,R,R,D,"139,041","193,452",-9.20233333333,3.4229106,2.28282,0.7937105,0.97078,,9.229925,19.5070333333,
317,M001187,repmarkmeadows,Mark Meadows,M,rep,Republican,NC-11,11.0,1.0,1.0,1,R,R,D,"129,103","230,405",2.03407185714,-0.0747975,3.70657433333,6.623094,5.254774,2.10232566667,4.4187125,8.45743,18.5865666667
318,H001065,repholding,George Holding,M,rep,Republican,NC-02,13.0,1.0,1.0,1,R,R,D,"169,082","221,485",,,,,5.44068,3.75,,,
319,C001096,repkevincramer,Kevin Cramer,M,rep,Republican,ND-AL,0.0,1.0,1.0,1,R,R,D,"80,377","233,980",9.155335,0.876149,,0.0474593,7.51100666667,9.4155,1.16667,62.863,2.35306333333
320,K000382,repanniekuster,Ann M. Kuster,F,rep,Democrat,NH-02,2.0,1.0,1.0,1,D,D,,"158,825","174,371",-22.76115625,-9.35740142,-2.48709825,-1.0103985,-1.2802955,-11.533215,-0.917099065033,2.82439,-32.1222333333
321,L000580,replujangrisham,Michelle Lujan Grisham,F,rep,Democrat,NM-01,1.0,1.0,1.0,1,D,D,R,"96,879","181,088",-30.365658,-92.89123,-16.765262,-25.234888,-10.8697236667,-14.8824975,-17.42267,-41.227568,-34.23383
322,M001188,repgracemeng,Grace Meng,F,rep,Democrat,NY-06,6.0,1.0,1.0,1,D,D,R,"50,617","136,506",-39.335906,-43.7280014286,-3.019642,-5.13287847143,-3.00220333333,-2.70089,-2.608437,-3.362264,-10.3807333333
323,J000294,repjeffries,Hakeem S. Jeffries,M,rep,Democrat,NY-08,8.0,1.0,1.0,1,D,D,C,"15,401","214,595",-38.53103175,-53.706497,-11.7411328,-8.9261755,-26.3022333333,-1.27869,-5.0597028,-31.41611,-10.72490775
324,M001185,repseanmaloney,Sean Patrick Maloney,M,rep,Democrat,NY-18,18.0,1.0,1.0,1,D,D,R,"129,369","162,060",-2.00224502,-3.27115366667,-5.37596285714,-3.1595595,-5.7069324,-19.5672485,-1.931081,-1.187102,-0.926557333333
325,C001092,repchriscollins,Chris Collins,M,rep,Republican,NY-27,27.0,1.0,1.0,1,R,R,D,"107,832","220,885",2.3603845,0.876916333333,1.047829,0.5985105,2.256545,,1.003615,19.1231,4.094325
326,W000815,repbradwenstrup,Brad R. Wenstrup,M,rep,Republican,OH-02,2.0,1.0,1.0,1,R,R,D,"111,694","221,193",-0.317603033333,11.3333,13.3594,0.129049,0.333333,,1.661289,41.16575,15.9406
327,B001281,repbeatty,Joyce Beatty,F,rep,Democrat,OH-03,3.0,1.0,1.0,1,D,D,R,"91,560","199,791",-15.9599071429,-98.299216,-24.2237793333,-50.03232,-18.17458,-47.21548,-18.253332,-30.72372848,-33.542606
328,J000295,repdavejoyce,David P. Joyce,M,rep,Republican,OH-14,14.0,1.0,1.0,1,R,R,D,"130,907","219,191",0.738331,4.07879,1.80073333333,10.0244733333,1.03478,1.79645,7.03748333333,7.6301915,16.8775
329,B001283,repjbridenstine,Jim Bridenstine,M,rep,Republican,OK-01,1.0,1.0,1.0,1,R,R,,,,,3.148411,,0.9410785,,,2.1165,,
330,M001190,repmullin,Markwayne Mullin,M,rep,Republican,OK-02,2.0,1.0,1.0,1,R,R,D,"62,387","189,839",4.0359325,4.394284,3.6879552,2.060946,1.12973,1.31502533333,2.22314666667,11.5108806667,7.03430933333
331,P000605,repscottperry,Scott Perry,M,rep,Republican,PA-04,4.0,1.0,1.0,1,R,R,D,"113,372","220,628",-5.2530575,8.2235865,4.94336483667,7.77476,2.255575135,9.452005,6.20024333333,16.6355225,1.3966365
332,R000598,keithrothfus,Keith J. Rothfus,M,rep,Republican,PA-12,12.0,1.0,1.0,1,R,R,D,"137,353","221,851",9.639635,13.7347475,3.53999,3.6482224,0.171213,11.9565,7.134585,13.0385,7.8451
333,C001090,repcartwright,Matt Cartwright,M,rep,Democrat,PA-17,17.0,1.0,1.0,1,D,D,R,"135,430","157,734",,,,,,,,-1.09615,
334,R000597,reptomrice,Tom Rice,M,rep,Republican,SC-07,7.0,1.0,1.0,1,R,R,D,"112,744","176,468",-0.4596735,,1.78065,3.856081,1.0121425,2.11304,,,
335,W000814,txrandy14,Randy K. Weber Sr.,M,rep,Republican,TX-14,14.0,1.0,1.0,1,R,R,D,"99,054","160,631",2.77887,2.538835,2.6189315,6.07081875,,1.541873,,2.60769,3.47872
336,O000170,repbetoorourke,Beto O'Rourke,M,rep,Democrat,TX-16,16.0,1.0,1.0,1,D,D,L,"17,491","150,228",-1.3184895,-3.245385,-0.557214915,-0.90791,-2.95041,-1.06667,-1.37562,-1.09759666667,-0.748092
337,C001091,joaquincastrotx,Joaquin Castro,M,rep,Democrat,TX-20,20.0,1.0,1.0,1,D,D,L,"29,055","149,640",-2.08127623333,-1.93879333333,-21.4889683333,-0.521664,,-1.542323,-1.0033145,-1.98907666667,-4.65094802
338,W000816,reprwilliams,Roger Williams,M,rep,Republican,TX-25,25.0,1.0,1.0,1,R,R,D,"117,073","180,988",11.4925,13.0058,1.524955,0.7937105,,6.52174,,,
339,V000131,repveasey,Marc A. Veasey,M,rep,Democrat,TX-33,33.0,1.0,1.0,1,D,D,R,"33,222","93,147",-39.828754,-66.0017666667,-6.1606615,-27.9026125,-8.7248225,-36.4602,,-2.867425,
340,V000132,repfilemonvela,Filemon Vela,M,rep,Democrat,TX-34,34.0,1.0,1.0,1,D,D,R,"62,323","104,638",,,-3.25715,,,,,,-2.06316
341,S001192,repchrisstewart,Chris Stewart,M,rep,Republican,UT-02,2.0,1.0,1.0,1,R,R,D,"93,778","170,524",6.26916333333,4.71915,5.99789,2.904485,2.74108,2.097246,,15.03636,
342,K000381,repderekkilmer,Derek Kilmer,M,rep,Democrat,WA-06,6.0,1.0,1.0,1,D,D,R,"126,116","201,718",-9.10406833333,2.18489,-2.076942,-17.3387143333,-10.2345355,-3.24,-2.33948,-1.06452,-2.24427
343,H001064,repdennyheck,Denny Heck,M,rep,Democrat,WA-10,10.0,1.0,1.0,1,D,D,R,"120,104","170,460",,-300.145,-10.5279033333,-17.045025,,-18.14737,-16.686711,-40.5577,-62.14465
344,P000607,repmarkpocan,Mark Pocan,M,rep,Democrat,WI-02,2.0,1.0,1.0,1,D,D,R,"124,044","273,537",-45.2187595,-57.687812,-22.162348,-15.3677325,-19.2584574,-26.293335,-1.8021,-15.07906,-22.527765
345,K000385,reprobinkelly,Robin L. Kelly,F,rep,Democrat,IL-02,2.0,1.0,1.0,1,D,D,R,"59,471","235,051",-14.2585875,-55.32712,-8.32612333333,-8.9345975,-9.3681375,-15.3366333333,-0.848739,-34.5132,0.9667625
346,S000051,repsanfordsc,Mark Sanford,M,rep,Republican,SC-01,1.0,1.0,1.0,1,R,R,D,"119,799","190,410",1.7001945,13.25144,2.3866576,1.2581965,3.929076,1.8513726,3.389155,6.19678,2.644827
347,S001195,repjasonsmith,Jason Smith,M,rep,Republican,MO-08,8.0,1.0,1.0,1,R,R,D,"70,009","229,792",1.403405,4.2752475,0.522451,12.6722,0.333333,4.79362,0.94898,,
348,C001101,repkclark,Katherine M. Clark,F,rep,Democrat,MA-05,5.0,1.0,1.0,1,D,D,Write in,"4,201","285,606",-34.6756257143,-64.301112,-13.5237408571,-40.6535957,-30.1769135,-47.1662208,-20.58157,-3.35539666667,-42.392298
349,B001289,repbyrne,Bradley Byrne,M,rep,Republican,AL-01,1.0,1.0,1.0,0,R,R,write in,"7,810","208,083",3.688259,17.2593685714,21.695625,11.6142081714,12.86225906,6.83744116667,6.8246124,6.8000746,11.46605
350,B001290,repdavebrat,Dave Brat,M,rep,Republican,VA-07,7.0,1.0,1.0,1,R,R,D,"160,159","218,057",-1.162219,5.15152,4.01086,16.6373933333,,2.19418,,22.4853,0.00548438615
351,N000188,donaldnorcross,Donald Norcross,M,rep,Democrat,NJ-01,1.0,1.0,1.0,1,D,D,R,"112,388","183,231",-61.7499057143,-96.7390085714,-63.6979714286,-46.2370546857,-32.4568857143,-41.8910435714,-41.979856,-9.29175142857,-39.4966325714
352,A000370,repadams,Alma S. Adams,F,rep,Democrat,NC-12,12.0,1.0,1.0,1,D,D,R,"115,185","234,115",-57.8260561667,-73.157548,-13.865356,-27.4814267,-12.7508394,-24.185322,-31.174888,-21.194498,-37.81686
353,P000609,usrepgarypalmer,Gary J. Palmer,M,rep,Republican,AL-06,6.0,1.0,1.0,1,R,R,D,"83,709","245,313",-0.602145,4.222761,1.90619,11.0436935,1.240658,1.39361533333,1.05825,19.4096,2.08829266667
354,H001072,repfrenchhill,J. French Hill,M,rep,Republican,AR-02,2.0,1.0,1.0,1,R,R,D,"111,347","176,472",,11.1906933333,4.3875,4.01043,4.494398,5.781034,1.3010515,3.22049,2.3314736
355,W000821,repwesterman,Bruce Westerman,M,rep,Republican,AR-04,4.0,1.0,1.0,1,R,R,L,"61,274","182,885",9.13553666667,4.63154333333,2.06198,12.298038,2.03362,4.0244895,6.50009,6.54832166667,29.4081
356,M001197,repmcsally,Martha McSally,F,rep,Republican,AZ-02,2.0,1.0,1.0,1,R,R,D,"135,873","179,806",2.168786292,3.068032,6.610825,1.32530666667,2.4415425,3.665998,2.4925575,5.87693,1.1632105
357,G000574,reprubengallego,Ruben Gallego,M,rep,Democrat,AZ-07,7.0,1.0,1.0,1,D,D,R,"39,286","119,465",-67.91121,-66.919628,-63.7825012,-45.49974175,-22.4039708,-55.89134,-27.0990602857,-20.621056,-67.0499
358,D000623,repdesaulnier,Mark DeSaulnier,M,rep,Democrat,CA-11,11.0,1.0,1.0,1,D,D,R,"83,341","214,868",-3.126625,-57.179384,-0.905202,-5.999949,-10.4443707143,-16.290622,-22.0881761667,-20.6397875,-43.771056
359,K000387,steveknight25,Stephen Knight,M,rep,Republican,CA-25,25.0,1.0,1.0,1,R,R,D,"122,406","138,755",-0.0334621,,,0.129049,,,0.989362,,
360,A000371,reppeteaguilar,Pete Aguilar,M,rep,Democrat,CA-31,31.0,1.0,1.0,1,D,D,R,"94,866","121,070",-16.8375428333,-93.9012375,-37.647,-0.949153,-1.3499505,-29.1787,-3.77982,-3.45133,-61.3435
361,L000582,reptedlieu,Ted Lieu,M,rep,Democrat,CA-33,33.0,1.0,1.0,1,D,D,R,"110,822","219,397",-2.66884333333,-58.1596,-15.0647252,-22.8905134,-6.0582474,-8.5569675,-30.01362,-1.467386,-11.39229
362,T000474,normajtorres,Norma J. Torres,F,rep,Democrat,CA-35,35.0,1.0,1.0,1,D,D,R,"47,309","124,044",-0.785114225,-26.4573366667,-13.392645,-16.8695447525,-1.80698066667,-3.19264666667,-1.35702716667,-7.06347666667,-14.2758566667
363,W000820,repmimiwalters,Mimi Walters,F,rep,Republican,CA-45,45.0,1.0,1.0,1,R,R,D,"129,231","182,618",9.4017,11.2494285714,5.46926975,10.851675,3.8461375,1.791368,5.057038,7.65633483333,10.7153088333
364,B001297,repkenbuck,Ken Buck,M,rep,Republican,CO-04,4.0,1.0,1.0,1,R,R,D,"123,642","248,230",1.103371,4.755525,3.103446,5.267775,-0.000635728,5.943985,,0.796748,1.4622555
365,C001107,repcurbelo,Carlos Curbelo,M,rep,Republican,FL-26,26.0,1.0,1.0,1,R,R,D,"115,493","148,547",-2.81464333333,-1.39561616667,3.94550766667,8.9795896,3.090941,7.49815925,-7.4018825,1.870593,1.23539766667
366,C001103,repbuddycarter,"Earl L. ""Buddy"" Carter",M,rep,Republican,GA-01,1.0,1.0,1.0,1,R,R,NONE,0,"210,243",1.37997,7.13405,-2.29316,0.3597021,2.3071735,3.646495,,2.32012,4.94845
367,H001071,congressmanhice,Jody B. Hice,M,rep,Republican,GA-10,10.0,1.0,1.0,0,R,R,NONE,0,"243,725",5.78241833333,22.95875889,3.5580672,2.78348166667,2.34036166667,4.25689,4.937345,6.70186325,-1.3579105
368,L000583,reploudermilk,Barry Loudermilk,M,rep,Republican,GA-11,11.0,1.0,1.0,1,R,R,D,"105,383","217,935",-0.0662162,,2.991784,16.207875,0.90678,2.58093333333,,3.050926,
369,A000372,reprickallen,Rick W. Allen,M,rep,Republican,GA-12,12.0,1.0,1.0,1,R,R,D,"99,420","159,492",3.30991333333,7.68775666667,5.976595,4.77389666667,3.62314,1.67575925,1.64497666667,0.8096155,2.1529
370,B001294,reprodblum,Rod Blum,M,rep,Republican,IA-01,1.0,1.0,1.0,1,R,R,D,"177,403","206,903",1.2159208,1.00128657143,2.24843516667,5.303685,2.060018,3.25878685714,1.3860625,1.01522025,1.0424282
371,Y000066,repdavidyoung,David Young,M,rep,Republican,IA-03,3.0,1.0,1.0,`,R,R,D,"155,002","208,598",-8.37808214286,4.43739528571,1.68303014286,1.52132071429,2.37376857143,1.853682,1.66126857143,0.986043,0.0977514285714
372,B001295,repbost,Mike Bost,M,rep,Republican,IL-12,12.0,1.0,1.0,1,R,R,D,"124,246","169,976",2.44726375,1.35956066667,1.114624,,,,,,
373,A000374,repabraham,Ralph Lee Abraham,M,rep,Republican,LA-05,5.0,1.0,1.0,1,R,R,R,"47,117","208,545",0.967105,0.885246,,,,,,,3.03922
374,G000577,repgarretgraves,Garret Graves,M,rep,Republican,LA-06,6.0,1.0,1.0,1,R,R,D,"49,380","207,483",1.22383026,1.0177975,,0.991301,2.14961666667,0.974138,2.71631,0.869231,
375,M001196,teammoulton,Seth Moulton,M,rep,Democrat,MA-06,6.0,1.0,1.0,1,D,D,Write in,"5,132","308,923",-10.2233174,-39.223645,-9.080928,-6.886165,-14.323355,-49.923771,-2.67038825,-2.15559,-4.5605924
