RepToddYoung	2016-10-25 17:11	790964110607474688	hoosiers
RepToddYoung	2016-10-21 19:06	789543429483143169	ag
RepToddYoung	2016-10-14 15:49	786957113771843584	obamacare
RepToddYoung	2016-10-13 14:55	786581031675584512	crothersville
RepToddYoung	2016-10-12 21:08	786312718173081600	obamacare
RepToddYoung	2016-10-05 17:44	783724620310540288	hoosiers
RepToddYoung	2016-10-04 18:46	783377872186646528	housing
RepToddYoung	2016-09-30 17:46	781913245380710401	wrda
RepToddYoung	2016-09-30 17:46	781913245380710401	nature
RepToddYoung	2016-09-22 21:52	779075982623924224	bipartisan
RepToddYoung	2016-09-22 20:43	779058487653462017	hoosier
RepToddYoung	2016-09-22 20:43	779058487653462017	deportation
RepToddYoung	2016-09-20 22:32	778361252640854016	aca
RepToddYoung	2016-09-20 18:00	778292711979909121	nationalchildhoodcancerawarenessmonth
RepToddYoung	2016-09-20 15:23	778253240316137472	hoosiers
RepToddYoung	2016-09-15 19:01	776496162245373952	hoosier
RepToddYoung	2016-09-15 19:01	776496162245373952	itttech
RepToddYoung	2016-09-14 19:08	776135436347604993	hoosierproud
RepToddYoung	2016-09-14 16:55	776101967236071424	hoosier
RepToddYoung	2016-09-14 14:03	776058810607792128	veterans
RepToddYoung	2016-09-13 21:10	775803779237109760	hoosier
RepToddYoung	2016-09-13 21:10	775803779237109760	veterans
RepToddYoung	2016-09-13 21:10	775803779237109760	itttech
RepToddYoung	2016-09-13 20:35	775795109241753600	obamacare
RepToddYoung	2016-09-13 20:33	775794538770292736	dialysis
RepToddYoung	2016-09-13 17:00	775740995849904128	mandate
RepToddYoung	2016-09-12 20:08	775425936279867392	hoosiers
RepToddYoung	2016-09-12 19:57	775423229401899008	bulldogs
RepToddYoung	2016-09-12 19:57	775423229401899008	academyday
RepToddYoung	2016-09-12 19:11	775411542053486592	hoosiers
RepToddYoung	2016-09-12 19:11	775411542053486592	esrd
RepToddYoung	2016-09-08 17:49	773941408319299584	medicare
